restaurant,content,name,stats,time,rating
FairgroundsDiner,"Our server was very courteous, friendly and patient with our gruop of 8. We had 4 young kids with  us.  The food and the service was great!",Christine Oyler,Local Guide · 92 reviews · 155 photos,a year ago,5
FairgroundsDiner,Clean restaurant.  Decent portions. He food was good and served hot. Desserts and the Hershey ice cream was tempting with better selection than other very similar diners in the area.,Kathleen Walker,137 reviews · 4 photos,2 years ago,4
FairgroundsDiner,"Friendly, courteous staff, clean restaurant and restrooms! Food was delicious and priced right! They have Kids cups with lids! Definitely recommend! I didn't try desert but they have some great looking cakes and pies in the cooler!!!",Kim Gittens,Local Guide · 43 reviews · 3 photos,5 years ago,5
FairgroundsDiner,"Our father loves this diner.. friendly staff, place is always clean.. we always get the same server Tracy and she is always a pleasure... Great food as well... Comes out in a timely manner as well",Cheryl White,37 reviews · 5 photos,2 years ago,5
FairgroundsDiner,They are under new management.  I was impressed with the portion size and the home-made meatballs. The waitresses are very kind and thoughtful. I get the feeling they are very thankful for each and every customer. I will go here again.,Deborah Mawson,Local Guide · 83 reviews · 100 photos,3 years ago,5
FairgroundsDiner,"The food, especially breakfast, is amazing. The staff on the other hand... No. We're local and used to go regularly but the incompetent staff has made it so we will not return. Again, the food is amazing. But you shouldn't have to wait for your food to be corrected or have to take your food back every time you get take out.",Tyler Auman,11 reviews,2 years ago,3
FairgroundsDiner,"Wide variety of menu items. The service was disappointing and slow.  This place was not very busy and still kept moving slowly.  Sadly, it is not nearly as popular as it used to be. The food was okay at best and priced high. I used to recommend this place but I cannot anymore.  Sad...",Brandon Deitch,Local Guide · 471 reviews · 205 photos,a year ago,3
FairgroundsDiner,"Even for diner food, this place left A LOT to be desired. I suspect they’re only turning a profit because of their proximity to the Fairgrounds. If you’re in the area for a car show and you’re willing to travel a mile or more, go somewhere else.
I ordered the Mexican wrap. The chicken had the texture of and tasted like it was Hormel brand CANNED chicken and the “hot peppers” were pickled. My husband had the Mushroom Swiss burger and it tasted old. The meat was sweet as if it had gone bad and the slimy mushrooms came out of a can. It was unsettling so he didn’t finish it. As far as I could tell, my son’s Reuben was ok; it was just tiny.
I’m giving them 2 stars because the service was GREAT but the food was awful.",Brandi El Guemra,11 reviews,4 years ago,2
FairgroundsDiner,Ford Nationals miles of great cars and car parts. What could be better! And the food and service were great too.,doug stewart,Local Guide · 122 reviews · 91 photos,10 months ago,5
FairgroundsDiner,"Waitress sucked, everybodys cup was empty and had to ask for refills. Country fried steak tasted like flower. Grilled chicken weighed less than my junk. Bun was crunchy and hard. Fries were good, but she forgot to bring them out so I was full by the time I got them. Their coke is cut with something that gave me diarrhea.",Mike Lieberman,9 reviews,5 years ago,1
FairgroundsDiner,"Had lunch here on 6/3/22. One friend got sick from the chicken salad sandwhich, my Rueben had a slice of leather on it instead of corned beef, and another guy had a patty melt., which was, "" not good"". When I mentioned the poor quality of the corned beef to our waitress, she replied, ""tough, huh?"" Never, ever, again will we/I go there. Disgusting...",James Piatak,22 reviews,a year ago,1
FairgroundsDiner,I love this diner it's the best in town point blank. The staff are always friendly and attentive and the owner and his wife are awesome.,Stephen Trimble,Local Guide · 28 reviews · 34 photos,a year ago,5
FairgroundsDiner,Eat here everyday while I'm across the street at a Carlisle Event.  Great Service.  Ask for Sweet Tea. Great PA Diner. Can't get food like this here in SC,Jared richey,Local Guide · 32 reviews · 27 photos,a year ago,5
FairgroundsDiner,I used to LOVE this place but the last several times we've went the food was horrible. I kept trying hoping it was just an off day. Have been for breakfast lunch and dinner. The only reason I gave 2 stars is because the waitress we always get is GREAT!!!,Heidi Medina,20 reviews,3 years ago,2
FairgroundsDiner,"We ordered breakfast, price was cheap but our food had no flavor. Had to add a lot of salt and butter to my potato's. Really sucks to have had flavorless food. When leaving made me question if I had covid or not.",Amber Kuntz,1 review,2 years ago,1
FairgroundsDiner,"Our water glasses were dirty, menus were dirty, silverware was sticky. Service was super slow, and half the time we felt like our waitress forgot about us. Food was super below average, I had the smoked sausage omlette and it was certainly nothing special, toast was burnt. My fiancé had the French toast, it was under cooked and the cherries had obviously been microwaved. Don’t think we will be back which is a shame because this place is so close to home.",Matt Crimmins,1 review · 2 photos,4 years ago,2
FairgroundsDiner,"using rags from buckets is not cleaning a table
smoked sausage not able to eat... no where does it say HOT nor did the server even have a clue when I mentioned it
asked for scrambled eggs got over easy... at 1245 pm
so I do not expect a breakfast rush excuse
finally the one thing that told me how my experience would go, the table sat next to us seated after us although server seen us first they got service & there drinks before we were acknowledged",Nicole Wilson,17 reviews · 5 photos,2 years ago,1
FairgroundsDiner,Food is well prepared. Very clean dining area.,Ivelisse Cruz,Local Guide · 85 reviews · 189 photos,9 months ago,4
FairgroundsDiner,"Best dinner in the area.

Or was at one point. The last two times we tried to eat out at the Diner our service was not very good.we were seated and for 15 minutes no body came to our table.it wasn't even busy. We got up and left. Verdisappointed. We will not be back anytime soon.",W S,Local Guide · 55 reviews · 141 photos,2 years ago,2
FairgroundsDiner,Place was good in presentation and the waitress was courteous. The fries were very good and that helped the rating. The downside was the warm bland fairgrounds wrap. Unfortunately not very good but will try something else later.,Neal Cox,12 reviews · 13 photos,5 years ago,3
FairgroundsDiner,Food was good and priced accordingly. The staff was friendly and attentive. The atmosphere was average. I suggest this restaurant for a quick bite or for brunch/light lunch. Easy access from both roads around the diner and plenty of parking.,Matthew Gibson,Local Guide · 77 reviews · 10 photos,5 years ago,4
FairgroundsDiner,"Even the water is good! We are semi-regulars at the diner, and it is our go-to place for a quick bite or a family breakfast.  The staff is friendly and attentive, but not too attentive. I can't remember having anything that wasn't good. Good value!",vicki stirkey,20 reviews,7 years ago,5
FairgroundsDiner,"2/25/18 on this day my family and I stopped in for a bite to eat. The service was great. Food omg the food was spot on. It wasn't over cooked, it wasn't under cooked. We will be making more visits in the near future.......",Jesse Gland,9 reviews · 3 photos,6 years ago,5
FairgroundsDiner,Literally my favorite place to get breakfast 24/7. Totally willing to walk a mile to get here. The club sandwiches and other dishes are also very good. Been eating here as much as I can since ~2007.,David Manoogian (Dave),Local Guide · 59 reviews · 42 photos,a year ago,5
FairgroundsDiner,Wasn't there to eat. I helped out serving for car show. Since they have new owners they restaurant looks a whole lot better. Customers stated that the food is good and u don't have to wait long for it.,Audrey Woods,Local Guide · 62 reviews · 23 photos,2 years ago,4
FairgroundsDiner,"Great burger, good prices.  Receipt says my server was Register, but I doubt that was her name.  Excellent service, fast and Register was attentive without being annoying.  Recommend this establishment.",Mike Taylor,Local Guide · 300 reviews · 5 photos,3 years ago,5
FairgroundsDiner,"I  ordered a Ruben my girlfriend had the fried chicken. Ruben was burnt. The bread was really black in the middle. There was no cheese. My girlfriend said the chicken had no flavor at all. She ordered a salad and instead she got a seafood soup.

We will not be ordering from here again.",Matthew Duckworth,20 reviews,3 years ago,1
FairgroundsDiner,The food is wonderful and the service is great. A very good place to eat.,Stephen Bear,13 reviews,5 years ago,5
FairgroundsDiner,Not too busy. Nice staff. Yes I will be back.,Beth Suffield,51 reviews · 2 photos,7 months ago,3
FairgroundsDiner,"Updated response below:

Tried for first time tonight. Got the french onion soup and ruben panini plate. It was great, best tasting food since I've been in PA

EDIT:
Ate here again today and it was the complete opposite, got the ruben panini plate again expecting the same good experience but that was not the case. The sandwich was not crispy, it was soggy probably from the massive amount of sauerkraut, it literally had one tiny sliver of a piece of meat and 3 times the sauerkraut it should have. I'm really disappointed and due to the inconsistency in quality, I won't be eating here again.",Noey Wessinger,16 reviews · 8 photos,3 years ago,2
